Customer_ID,Age,Gender,Annual_Income,Policy_Type,Policy_Tenure,Premium_Amount,Vehicle_Type,Vehicle_Age,Previous_Claims,Accident_History,Annual_Mileage,Traffic_Violations,Occupation,Claim,Claim_Probability,Risk_Score,Risk_Level
101420,27,Female,72701715,Basic,2,2376807,SUV,7,0,Yes,22984,0,Business Owner,1,73.0,73.0,HIGH
101421,27,Female,38936930,Premium,1,12779192,Sedan,8,1,Yes,34742,3,Driver,0,74.33,74.33,HIGH
101422,36,Male,127168196,Premium,5,8741734,Motorcycle,1,1,Yes,40978,1,Engineer,0,6.67,6.67,LOW
101423,63,Female,87110920,Basic,6,12583943,Motorcycle,8,3,Yes,7508,0,Teacher,0,8.0,8.0,LOW
101424,51,Male,121878917,Standard,9,10840145,Sedan,6,1,No,42210,2,Driver,1,81.33,81.33,HIGH
101425,50,Male,234907096,Basic,5,12903144,Pickup,8,3,Yes,9216,0,Driver,1,93.33,93.33,HIGH
101426,40,Male,63837854,Standard,6,14841093,Pickup,5,0,No,27269,1,Engineer,0,5.0,5.0,LOW
101427,45,Female,46384981,Standard,6,12028378,SUV,1,1,No,3260,1,Driver,1,79.33,79.33,HIGH
101428,49,Female,202244097,Basic,3,2759268,SUV,7,1,No,9833,1,Student,0,8.0,8.0,LOW
101429,67,Female,216707052,Standard,4,3594489,Hatchback,9,0,Yes,12527,0,Engineer,0,8.0,8.0,LOW
101430,24,Male,245484420,Basic,1,3020612,Hatchback,14,4,No,49014,2,Business Owner,1,92.0,92.0,HIGH
101431,46,Female,83954235,Standard,4,2824998,SUV,8,0,No,8944,0,Student,1,78.0,78.0,HIGH
101432,25,Male,189186842,Standard,1,13804349,Hatchback,11,3,No,25518,0,Business Owner,1,92.33,92.33,HIGH
101433,18,Female,88993927,Basic,5,14936968,Sedan,7,1,No,26259,0,Office Worker,1,76.67,76.67,HIGH
101434,20,Male,164437302,Standard,8,9920966,Pickup,1,0,Yes,32860,1,Business Owner,1,70.67,70.67,HIGH
101435,41,Male,207739584,Standard,8,7817064,Hatchback,14,3,Yes,34559,1,Engineer,1,93.67,93.67,HIGH
101436,40,Male,35387155,Standard,5,1875475,Hatchback,7,1,No,36102,1,Business Owner,0,5.67,5.67,LOW
101437,25,Female,80901099,Basic,10,1301065,Sedan,2,2,No,10669,2,Office Worker,0,62.33,62.33,MEDIUM
101438,64,Male,171650966,Standard,2,11492349,Motorcycle,2,3,No,38547,0,Driver,1,82.0,82.0,HIGH
101439,54,Male,104622751,Premium,6,11419097,SUV,8,1,No,28379,0,Engineer,0,4.0,4.0,LOW
101440,20,Male,247895690,Basic,1,12365187,Sedan,12,0,No,26712,1,Teacher,1,77.67,77.67,HIGH
101441,68,Male,98971622,Basic,7,8879909,Motorcycle,8,1,No,22191,2,Student,1,67.33,67.33,MEDIUM
101442,50,Male,239044654,Basic,4,11522135,Sedan,14,1,Yes,16259,1,Student,1,95.0,95.0,HIGH
101443,45,Male,193768053,Standard,5,11528845,Pickup,8,0,No,40958,0,Business Owner,1,70.0,70.0,HIGH
101444,64,Female,53362071,Basic,6,5779432,Sedan,3,2,Yes,28516,0,Student,1,86.0,86.0,HIGH
101445,25,Female,152668170,Standard,1,8963024,Sedan,11,0,No,38931,1,Office Worker,0,51.67,51.67,MEDIUM
101446,51,Male,161888220,Standard,9,9284268,Pickup,13,1,No,12094,2,Teacher,1,76.0,76.0,HIGH
101447,52,Female,133017717,Standard,10,3980631,SUV,6,1,No,14624,1,Student,0,6.0,6.0,LOW
101448,49,Female,39223887,Standard,4,11283336,Motorcycle,12,3,No,26872,1,Business Owner,1,84.67,84.67,HIGH
101449,41,Male,95086163,Standard,8,4031402,Hatchback,7,3,No,35791,1,Student,0,7.67,7.67,LOW
101450,31,Male,111820397,Standard,5,4436386,SUV,14,1,No,7652,0,Driver,1,61.0,61.0,MEDIUM
101451,49,Male,138018818,Basic,8,1195961,Sedan,14,1,No,38516,1,Driver,0,11.0,11.0,LOW
101452,63,Female,57329598,Basic,1,8737099,Hatchback,12,1,No,28972,1,Student,1,82.33,82.33,HIGH
101453,60,Male,87023737,Premium,8,13471636,Pickup,14,0,No,11095,2,Engineer,1,78.67,78.67,HIGH
101454,33,Female,192337396,Basic,4,4746050,SUV,12,0,No,6357,0,Teacher,0,69.0,69.0,MEDIUM
101455,21,Male,49928384,Standard,2,5126030,Motorcycle,4,1,Yes,15096,1,Student,1,81.0,81.0,HIGH
101456,69,Female,143986576,Premium,6,4506260,SUV,12,1,Yes,11095,1,Driver,1,86.33,86.33,HIGH
101457,54,Male,246344449,Basic,2,10893385,SUV,14,0,Yes,13680,1,Driver,1,90.0,90.0,HIGH
101458,38,Male,229042140,Standard,5,13486432,Hatchback,14,1,No,43851,0,Office Worker,1,83.67,83.67,HIGH
101459,31,Female,227105683,Standard,2,3141997,Pickup,0,3,No,31242,2,Business Owner,0,4.67,4.67,LOW
101460,48,Female,152995911,Premium,3,5079162,Pickup,14,0,No,29333,1,Office Worker,1,79.67,79.67,HIGH
101461,65,Female,36765788,Premium,6,12788595,SUV,8,1,No,16169,0,Engineer,1,69.33,69.33,MEDIUM
101462,35,Female,55725231,Standard,1,14739905,Pickup,5,1,No,27539,2,Business Owner,1,71.67,71.67,HIGH
101463,24,Female,60261362,Basic,6,7404892,Hatchback,2,2,Yes,42837,2,Student,1,83.67,83.67,HIGH
101464,27,Female,249071328,Standard,3,8578230,Hatchback,2,1,Yes,24722,1,Student,1,74.33,74.33,HIGH
101465,24,Male,56766658,Standard,7,4429031,Motorcycle,13,4,No,21916,1,Engineer,1,90.0,90.0,HIGH
101466,50,Female,244068603,Standard,2,11974048,Pickup,13,1,No,41105,0,Teacher,1,63.67,63.67,MEDIUM
101467,40,Male,39284450,Basic,6,8888323,Motorcycle,9,0,Yes,6773,2,Driver,1,92.33,92.33,HIGH
101468,38,Male,203744004,Basic,8,3727162,Sedan,0,0,No,32945,0,Teacher,0,43.33,43.33,MEDIUM
101469,36,Female,93687322,Standard,1,12770780,Hatchback,12,1,No,24045,1,Student,1,83.0,83.0,HIGH
101470,65,Male,50435339,Standard,9,12324644,SUV,7,3,No,5057,2,Office Worker,1,86.67,86.67,HIGH
101471,36,Female,68563219,Basic,5,6994299,Hatchback,1,0,Yes,20061,0,Driver,0,3.0,3.0,LOW
101472,53,Female,81313452,Standard,5,8921275,Sedan,11,0,No,16138,3,Student,1,82.0,82.0,HIGH
101473,46,Male,53963091,Premium,5,11202707,SUV,0,3,Yes,38742,2,Driver,1,85.0,85.0,HIGH
101474,35,Male,39912584,Standard,6,13272342,Pickup,6,2,No,27860,1,Teacher,1,79.67,79.67,HIGH
101475,19,Female,243775794,Basic,2,8320812,Pickup,13,1,No,18903,1,Business Owner,1,87.67,87.67,HIGH
101476,18,Female,208606373,Basic,6,9660592,Hatchback,10,0,No,32042,0,Student,1,83.67,83.67,HIGH
101477,64,Male,153850906,Basic,4,5690136,SUV,8,0,No,42212,1,Student,1,61.33,61.33,MEDIUM
101478,22,Male,155343082,Premium,8,9691520,SUV,5,1,Yes,21224,0,Driver,0,10.33,10.33,LOW
101479,37,Male,234172364,Standard,9,1807359,Motorcycle,7,0,Yes,4878,0,Business Owner,1,87.0,87.0,HIGH
101480,28,Male,135336187,Standard,9,2933630,Sedan,7,1,No,42057,1,Office Worker,1,74.67,74.67,HIGH
101481,59,Female,100156920,Standard,8,4161057,Pickup,8,3,No,12802,0,Business Owner,1,84.67,84.67,HIGH
101482,19,Female,173354133,Standard,3,2064367,Hatchback,6,0,Yes,31538,1,Office Worker,1,82.67,82.67,HIGH
101483,20,Female,48767091,Premium,10,14946259,SUV,8,1,No,26603,1,Engineer,1,80.0,80.0,HIGH
101484,40,Female,224752556,Standard,4,10828213,Pickup,14,0,Yes,18037,1,Teacher,0,8.67,8.67,LOW
101485,29,Male,185886613,Basic,1,3766884,Hatchback,8,0,Yes,14690,0,Business Owner,1,75.67,75.67,HIGH
101486,37,Male,218451050,Basic,9,6226047,Pickup,11,3,No,13323,1,Office Worker,1,85.33,85.33,HIGH
101487,22,Female,62562578,Standard,5,9760306,Hatchback,10,0,No,6314,3,Driver,1,81.67,81.67,HIGH
101488,54,Female,190498823,Premium,6,11616196,Pickup,0,2,No,49185,2,Office Worker,1,72.33,72.33,HIGH
101489,55,Female,27361331,Basic,3,6329953,Motorcycle,5,1,No,37146,0,Engineer,0,6.33,6.33,LOW
101490,47,Female,244262151,Premium,10,12784230,Sedan,11,0,No,17356,2,Office Worker,1,69.33,69.33,MEDIUM
101491,26,Female,136583017,Standard,8,11782274,Pickup,7,1,No,14269,2,Teacher,1,80.0,80.0,HIGH
101492,51,Female,126204825,Basic,7,2099984,Sedan,9,0,No,46974,1,Business Owner,0,4.67,4.67,LOW
101493,70,Female,220612399,Basic,1,10583490,Pickup,8,2,No,8340,2,Office Worker,1,52.0,52.0,MEDIUM
101494,61,Female,163566258,Basic,10,7430060,SUV,14,2,Yes,47852,1,Business Owner,1,88.67,88.67,HIGH
101495,52,Female,201055321,Standard,5,3394712,Motorcycle,3,2,No,45675,1,Engineer,1,73.0,73.0,HIGH
101496,69,Male,231483350,Basic,10,2121015,Motorcycle,12,0,No,36220,2,Office Worker,0,6.67,6.67,LOW
101497,39,Female,124057962,Standard,9,9931138,Sedan,1,2,No,44301,1,Office Worker,1,51.33,51.33,MEDIUM
101498,61,Male,144594060,Standard,6,12191374,SUV,10,2,Yes,3392,0,Engineer,1,93.0,93.0,HIGH
101499,41,Male,202701787,Standard,8,11302940,Hatchback,8,4,Yes,8471,0,Teacher,1,91.67,91.67,HIGH
101500,34,Female,117393608,Basic,10,10210289,Motorcycle,8,0,Yes,11137,0,Office Worker,1,90.33,90.33,HIGH
101501,27,Female,126069843,Standard,1,11323740,SUV,11,1,No,16997,2,Business Owner,1,85.0,85.0,HIGH
101502,47,Male,140538359,Standard,10,8172937,SUV,7,1,No,22434,2,Teacher,0,8.0,8.0,LOW
101503,63,Male,110543663,Standard,7,4385375,Sedan,2,0,No,44930,1,Student,1,61.33,61.33,MEDIUM
101504,40,Female,209612390,Premium,3,1871510,SUV,4,0,No,33278,4,Teacher,1,73.67,73.67,HIGH
101505,49,Male,188092914,Basic,9,7585894,SUV,1,4,No,13397,1,Student,1,85.33,85.33,HIGH
101506,34,Female,124160843,Premium,6,13249480,Hatchback,13,0,No,34530,0,Business Owner,1,81.67,81.67,HIGH
101507,67,Female,182471950,Standard,5,5591204,Sedan,2,1,Yes,7794,3,Office Worker,1,74.67,74.67,HIGH
101508,68,Female,215459870,Standard,8,5611315,Sedan,0,1,Yes,26794,2,Business Owner,1,79.67,79.67,HIGH
101509,34,Male,43012598,Standard,8,7808807,SUV,3,2,No,19549,0,Engineer,0,5.33,5.33,LOW
101510,31,Male,223602701,Standard,3,14045315,Hatchback,4,2,Yes,44214,1,Business Owner,1,87.0,87.0,HIGH
101511,26,Female,231554890,Basic,2,5335807,Pickup,11,1,No,44261,0,Student,1,68.67,68.67,MEDIUM
101512,57,Male,79864537,Standard,2,8808915,Motorcycle,1,2,No,9363,3,Teacher,1,59.33,59.33,MEDIUM
101513,19,Male,221129833,Standard,5,1351771,Sedan,14,0,Yes,47063,3,Driver,1,85.0,85.0,HIGH
101514,62,Male,57502170,Standard,10,11576141,Hatchback,14,0,No,11079,2,Engineer,1,74.0,74.0,HIGH
101515,42,Male,203580261,Basic,7,5546475,Hatchback,2,0,No,15032,0,Office Worker,0,5.67,5.67,LOW
101516,56,Male,124699297,Premium,8,12786977,SUV,11,1,Yes,46516,3,Teacher,1,75.0,75.0,HIGH
101517,26,Male,118572370,Standard,10,11147916,Motorcycle,5,0,No,4505,1,Business Owner,1,83.0,83.0,HIGH
101518,39,Male,32775679,Basic,8,10245406,Sedan,5,2,No,12448,2,Engineer,1,88.33,88.33,HIGH
101519,60,Female,128795589,Standard,8,9482784,Pickup,14,2,No,16240,2,Student,1,83.0,83.0,HIGH
101520,63,Male,34929645,Standard,10,9723622,SUV,6,1,No,43177,1,Office Worker,1,77.33,77.33,HIGH
101521,21,Male,180027315,Standard,3,14154587,Sedan,11,2,No,33739,1,Business Owner,1,94.0,94.0,HIGH
101522,43,Male,145042864,Standard,2,13242623,Sedan,15,1,No,35977,2,Teacher,1,80.33,80.33,HIGH
101523,46,Male,244635625,Premium,4,10184344,Hatchback,8,1,Yes,23177,0,Business Owner,1,85.0,85.0,HIGH
101524,62,Male,149208347,Basic,1,8846431,Motorcycle,3,0,No,22431,1,Office Worker,0,3.33,3.33,LOW
101525,51,Male,123506304,Standard,3,2852040,Pickup,4,1,No,5119,2,Teacher,1,42.67,42.67,MEDIUM
101526,40,Male,194787234,Premium,9,9479899,Motorcycle,10,1,No,3177,2,Driver,1,55.0,55.0,MEDIUM
101527,54,Male,217295239,Premium,7,1899321,Hatchback,1,0,No,37314,1,Driver,0,5.0,5.0,LOW
101528,28,Female,113606138,Standard,7,8399518,Pickup,15,2,Yes,49954,0,Engineer,1,94.67,94.67,HIGH
101529,23,Male,70905971,Premium,1,4735568,Pickup,5,1,No,13226,0,Business Owner,1,84.33,84.33,HIGH
101530,35,Male,208488373,Basic,7,3520022,SUV,15,1,No,27874,3,Engineer,1,86.67,86.67,HIGH
101531,38,Male,105037806,Premium,10,4184972,Pickup,3,0,No,33985,1,Office Worker,0,6.33,6.33,LOW
101532,59,Male,249723319,Basic,7,12933494,Sedan,4,1,No,30143,2,Teacher,1,85.0,85.0,HIGH
101533,53,Female,77134150,Basic,4,3147849,Motorcycle,15,0,No,15231,0,Engineer,1,84.0,84.0,HIGH
101534,58,Female,93571402,Basic,7,7155343,Motorcycle,6,2,No,17016,2,Business Owner,1,83.0,83.0,HIGH
101535,55,Female,165597606,Standard,8,4934853,SUV,5,1,No,17134,0,Driver,0,6.67,6.67,LOW
101536,51,Female,148186492,Basic,3,10100719,Pickup,7,1,No,17082,2,Driver,1,72.33,72.33,HIGH
101537,34,Female,35463128,Basic,10,14712586,Hatchback,5,1,No,10775,1,Office Worker,1,83.0,83.0,HIGH
101538,54,Female,80541643,Basic,2,8870579,Sedan,9,2,No,19175,0,Student,1,88.67,88.67,HIGH
101539,42,Female,86152921,Basic,7,3741186,SUV,13,1,No,17133,1,Engineer,0,8.33,8.33,LOW
101540,55,Female,112820133,Standard,5,9895707,Pickup,7,1,Yes,45383,2,Office Worker,1,90.67,90.67,HIGH
101541,29,Female,131527371,Standard,5,11593532,Hatchback,12,5,No,25427,1,Driver,1,83.67,83.67,HIGH
101542,40,Female,223090666,Basic,5,11603688,Pickup,13,1,No,17837,0,Business Owner,1,80.33,80.33,HIGH
101543,70,Female,42509938,Standard,7,6290299,SUV,13,0,No,13546,2,Business Owner,0,3.67,3.67,LOW
101544,59,Female,181075636,Premium,9,2366825,Hatchback,3,2,No,27992,0,Teacher,1,51.33,51.33,MEDIUM
101545,39,Female,152620516,Standard,8,13779891,Hatchback,11,0,Yes,13748,1,Student,1,86.33,86.33,HIGH
101546,38,Female,114911341,Basic,6,4828471,Hatchback,6,2,Yes,28496,0,Student,1,85.67,85.67,HIGH
101547,44,Female,217794420,Standard,7,3120556,Hatchback,2,3,No,4553,3,Driver,1,86.67,86.67,HIGH
101548,48,Female,39058071,Basic,9,10904283,Pickup,0,1,No,28241,1,Student,1,74.0,74.0,HIGH
101549,23,Male,235916047,Basic,6,9489573,Hatchback,12,1,Yes,5469,1,Student,1,95.33,95.33,HIGH
101550,44,Female,186834252,Basic,1,4726348,Pickup,8,1,No,4474,1,Business Owner,1,73.33,73.33,HIGH
101551,57,Male,95984280,Premium,4,4316219,Hatchback,8,2,No,34109,0,Teacher,1,86.33,86.33,HIGH
101552,51,Female,113924540,Basic,8,9085968,Hatchback,5,3,No,25861,0,Engineer,1,86.33,86.33,HIGH
101553,29,Female,87738549,Basic,7,8967502,SUV,15,1,Yes,49527,2,Business Owner,1,86.67,86.67,HIGH
101554,62,Male,105969656,Basic,3,11326235,Pickup,14,1,Yes,36105,0,Teacher,1,84.67,84.67,HIGH
101555,70,Female,149758131,Premium,10,6724174,Pickup,1,1,No,42759,1,Business Owner,0,5.0,5.0,LOW
101556,24,Male,242595509,Standard,3,13691181,Motorcycle,15,0,Yes,47119,0,Driver,1,92.0,92.0,HIGH
101557,27,Male,38398275,Basic,3,3957428,SUV,7,2,No,36855,1,Teacher,1,87.0,87.0,HIGH
101558,62,Male,114924682,Standard,1,11918218,Pickup,9,0,Yes,37061,1,Teacher,1,77.67,77.67,HIGH
101559,34,Female,51859824,Standard,10,14494327,SUV,5,2,No,44616,0,Driver,1,73.0,73.0,HIGH
101560,43,Female,244494406,Standard,1,7325598,SUV,6,1,No,33072,0,Teacher,0,8.0,8.0,LOW
101561,38,Female,96655789,Basic,6,11595459,SUV,12,0,No,8964,1,Engineer,1,75.67,75.67,HIGH
101562,45,Male,185115210,Premium,1,2669090,Sedan,0,3,Yes,38596,1,Office Worker,1,84.0,84.0,HIGH
101563,63,Male,241774632,Basic,5,11588041,Pickup,2,1,No,9472,0,Student,1,76.0,76.0,HIGH
101564,19,Female,28775702,Standard,4,8851347,SUV,14,1,No,23357,2,Teacher,1,84.33,84.33,HIGH
101565,60,Female,196862444,Basic,5,9889116,Sedan,0,1,Yes,26045,1,Student,1,81.0,81.0,HIGH
101566,18,Female,48547377,Standard,7,2111545,Sedan,9,0,No,9564,0,Business Owner,1,62.33,62.33,MEDIUM
101567,68,Female,119674459,Standard,6,13095284,Hatchback,0,2,No,4336,2,Business Owner,1,53.33,53.33,MEDIUM
101568,70,Female,99007274,Standard,9,9477852,Hatchback,11,1,No,46316,2,Teacher,1,83.0,83.0,HIGH
101569,53,Male,161673646,Basic,6,4039382,Pickup,11,0,Yes,18181,1,Teacher,1,71.0,71.0,HIGH
101570,68,Male,167270776,Standard,9,8048369,Hatchback,10,2,Yes,37435,0,Teacher,1,91.0,91.0,HIGH
101571,43,Male,37194329,Basic,4,9582676,Pickup,12,1,Yes,31606,1,Engineer,1,89.33,89.33,HIGH
101572,46,Female,39042008,Standard,1,8733359,Sedan,0,2,No,4212,1,Teacher,0,7.67,7.67,LOW
101573,38,Male,150533724,Premium,1,14124745,Sedan,3,2,No,5768,0,Student,1,80.0,80.0,HIGH
101574,28,Male,140127762,Standard,10,1657739,Pickup,12,2,No,32737,0,Business Owner,1,91.33,91.33,HIGH
101575,57,Male,86086560,Standard,7,2275421,Hatchback,6,1,No,48375,1,Business Owner,0,6.0,6.0,LOW
101576,28,Male,50476259,Standard,3,11990460,Hatchback,6,2,Yes,30634,2,Teacher,1,88.67,88.67,HIGH
101577,53,Male,201319245,Standard,2,7116658,Pickup,11,1,No,12589,0,Driver,0,4.67,4.67,LOW
101578,66,Female,183583117,Premium,6,1696480,Motorcycle,12,2,Yes,29794,2,Office Worker,1,82.67,82.67,HIGH
101579,56,Male,167172957,Basic,6,10717137,Hatchback,4,0,Yes,39444,0,Teacher,0,57.0,57.0,MEDIUM
101580,57,Female,213279746,Standard,7,6164621,SUV,11,1,Yes,21694,1,Engineer,1,92.0,92.0,HIGH
101581,52,Female,86158095,Standard,5,7758677,Hatchback,5,0,Yes,10085,2,Office Worker,1,82.0,82.0,HIGH
101582,51,Female,246791981,Standard,8,14921599,Motorcycle,1,5,No,21211,1,Office Worker,1,81.33,81.33,HIGH
101583,64,Female,206370269,Basic,7,8218708,Sedan,4,0,No,25669,0,Teacher,0,8.0,8.0,LOW
101584,41,Female,40239667,Standard,2,7246896,Sedan,6,0,Yes,22603,1,Engineer,1,72.67,72.67,HIGH
101585,39,Male,135398556,Premium,1,8232874,Sedan,13,0,No,26155,1,Student,0,3.67,3.67,LOW
101586,22,Male,87648941,Premium,9,2943419,Hatchback,8,0,No,40456,0,Teacher,1,88.0,88.0,HIGH
101587,50,Female,60534839,Standard,5,11171022,Sedan,5,1,Yes,7511,0,Business Owner,0,11.0,11.0,LOW
101588,53,Female,232469784,Standard,5,5607011,Motorcycle,11,0,Yes,21456,1,Engineer,1,85.67,85.67,HIGH
101589,64,Female,196049906,Premium,10,4326254,Motorcycle,13,0,No,26154,0,Business Owner,1,84.0,84.0,HIGH
101590,37,Male,25801125,Basic,4,3429365,Hatchback,9,1,No,31765,1,Teacher,1,88.33,88.33,HIGH
101591,36,Female,77718185,Basic,2,3972703,SUV,3,1,No,21714,0,Teacher,0,9.0,9.0,LOW
101592,52,Male,246102586,Standard,5,3387117,Hatchback,2,5,No,49234,2,Driver,1,87.0,87.0,HIGH
101593,69,Female,173993582,Premium,2,2020576,Sedan,8,3,No,36453,1,Office Worker,0,6.33,6.33,LOW
101594,60,Male,44470911,Premium,7,1685305,Hatchback,6,2,No,36452,1,Driver,0,68.67,68.67,MEDIUM
101595,34,Female,110654773,Standard,9,12955962,Motorcycle,10,1,No,30513,0,Office Worker,1,77.67,77.67,HIGH
101596,62,Male,124786995,Basic,9,14709222,Hatchback,13,1,No,34535,2,Student,1,89.0,89.0,HIGH
101597,60,Female,119265849,Standard,6,1456982,Hatchback,12,0,No,31287,0,Engineer,1,80.33,80.33,HIGH
101598,51,Male,101807487,Basic,1,13808874,SUV,5,0,No,11532,2,Student,1,78.33,78.33,HIGH
101599,26,Male,30254230,Basic,6,3497537,Motorcycle,15,0,Yes,15891,4,Office Worker,1,88.67,88.67,HIGH
101600,43,Male,196628760,Standard,5,7200513,Pickup,6,1,No,36501,1,Teacher,1,74.33,74.33,HIGH
101601,19,Male,37901865,Basic,4,14991077,Pickup,14,0,No,4496,1,Driver,0,9.0,9.0,LOW
101602,70,Male,209651270,Premium,6,9916726,Motorcycle,7,3,No,18154,0,Office Worker,1,86.0,86.0,HIGH
101603,26,Male,127071573,Standard,6,12459570,Pickup,4,3,Yes,14146,1,Teacher,0,7.33,7.33,LOW
101604,26,Male,69476240,Standard,6,11310556,Sedan,2,2,No,8450,2,Student,0,6.0,6.0,LOW
101605,57,Female,98297617,Basic,2,8536371,Pickup,2,0,No,40403,0,Teacher,1,66.67,66.67,MEDIUM
101606,34,Female,68547632,Basic,7,10596013,Sedan,12,1,No,21116,3,Teacher,1,89.33,89.33,HIGH
101607,18,Female,138525928,Basic,4,12598203,Motorcycle,1,0,No,46995,1,Student,0,4.0,4.0,LOW
101608,42,Female,196438729,Premium,9,14536066,Pickup,7,1,No,49791,0,Driver,0,5.67,5.67,LOW
101609,60,Female,78560760,Premium,10,3786278,Pickup,0,2,No,30289,0,Teacher,0,37.0,37.0,MEDIUM
101610,57,Male,193821126,Standard,2,14581894,Sedan,11,0,No,26109,1,Driver,1,72.67,72.67,HIGH
101611,59,Male,133484079,Basic,5,2867427,Sedan,7,0,No,42071,2,Teacher,1,81.33,81.33,HIGH
101612,42,Male,107620796,Premium,4,14386012,Hatchback,2,0,Yes,46439,0,Teacher,0,53.33,53.33,MEDIUM
101613,56,Male,234202481,Basic,9,10846646,SUV,8,0,Yes,27415,1,Student,1,90.0,90.0,HIGH
101614,52,Male,138652453,Basic,4,10462180,Pickup,11,0,No,20803,1,Office Worker,1,58.33,58.33,MEDIUM
101615,20,Female,134884211,Standard,8,13896368,SUV,13,1,No,13181,0,Office Worker,1,79.67,79.67,HIGH
101616,67,Female,228416224,Premium,8,4804153,SUV,11,3,No,35716,0,Engineer,1,87.33,87.33,HIGH
101617,54,Female,32834112,Basic,6,10709795,Pickup,10,0,No,7710,3,Student,1,80.67,80.67,HIGH
101618,61,Female,186224427,Basic,6,8259606,Sedan,1,1,No,44447,1,Engineer,1,70.33,70.33,HIGH
101619,61,Male,96908276,Premium,8,10678636,Hatchback,9,0,Yes,31395,1,Teacher,0,8.0,8.0,LOW
101620,68,Male,242416891,Basic,10,6966319,Motorcycle,8,1,No,16500,0,Student,1,84.0,84.0,HIGH
101621,47,Male,186751969,Basic,9,14922334,Pickup,5,0,Yes,37209,3,Engineer,1,84.0,84.0,HIGH
101622,55,Female,188579395,Standard,5,14201569,Pickup,0,2,Yes,38158,1,Business Owner,1,74.0,74.0,HIGH
101623,51,Male,226286544,Premium,1,7891313,Motorcycle,4,1,No,4384,0,Office Worker,0,5.0,5.0,LOW
101624,29,Female,116615658,Standard,1,1316096,SUV,9,1,Yes,21540,3,Office Worker,1,84.33,84.33,HIGH
101625,36,Male,70949429,Premium,2,4072721,Hatchback,8,2,No,48904,2,Business Owner,1,85.67,85.67,HIGH
101626,54,Male,142753091,Standard,10,12044217,SUV,12,2,No,7396,0,Driver,1,86.67,86.67,HIGH
101627,61,Female,249910848,Basic,10,4162557,Motorcycle,5,1,No,4391,2,Business Owner,1,80.33,80.33,HIGH
101628,66,Male,205234310,Premium,5,6171943,Motorcycle,6,2,Yes,19652,1,Office Worker,1,91.67,91.67,HIGH
101629,34,Male,165573149,Standard,4,11490282,Hatchback,3,2,No,23301,2,Student,0,5.33,5.33,LOW
101630,27,Female,244667633,Basic,1,11309303,Motorcycle,0,0,No,12716,1,Engineer,0,5.0,5.0,LOW
101631,66,Male,180023548,Standard,4,10865719,Motorcycle,4,0,No,18568,2,Office Worker,0,6.0,6.0,LOW
101632,64,Female,87198050,Basic,4,4528206,Hatchback,1,3,No,11669,0,Business Owner,1,63.0,63.0,MEDIUM
101633,29,Male,166651708,Basic,10,13478383,Pickup,7,1,No,7271,2,Student,1,88.33,88.33,HIGH
101634,33,Male,43301847,Basic,4,11604336,SUV,3,0,No,18228,0,Office Worker,1,49.33,49.33,MEDIUM
101635,41,Male,220283235,Standard,1,4642064,Pickup,0,1,No,17256,0,Business Owner,0,42.0,42.0,MEDIUM
101636,36,Male,197996529,Premium,9,12389611,Pickup,9,2,No,28185,0,Office Worker,1,79.67,79.67,HIGH
101637,25,Male,153721651,Standard,3,7453001,SUV,6,1,No,26386,1,Business Owner,1,87.33,87.33,HIGH
101638,48,Male,97070778,Premium,4,8085587,Pickup,11,3,No,27152,1,Teacher,0,9.33,9.33,LOW
101639,38,Male,39390554,Basic,5,10505349,Hatchback,10,1,No,25267,0,Business Owner,1,87.33,87.33,HIGH
101640,34,Male,155012703,Basic,7,12968007,SUV,1,0,Yes,15779,0,Office Worker,1,49.67,49.67,MEDIUM
101641,40,Female,166813581,Basic,6,8940012,Sedan,2,2,No,17434,1,Student,1,76.0,76.0,HIGH
101642,54,Female,125331896,Basic,5,5736033,Pickup,13,0,Yes,32000,1,Office Worker,1,73.33,73.33,HIGH
101643,33,Male,116537041,Basic,8,11516476,Motorcycle,8,1,No,30973,0,Office Worker,1,76.67,76.67,HIGH
101644,23,Male,227232987,Standard,1,11023647,SUV,14,2,Yes,48500,1,Teacher,1,90.33,90.33,HIGH
101645,25,Female,223967803,Premium,7,8346866,Sedan,12,3,No,40861,2,Student,1,82.33,82.33,HIGH
101646,42,Male,41188828,Premium,6,6504489,Motorcycle,8,1,No,9438,3,Teacher,1,85.33,85.33,HIGH
101647,35,Male,104325711,Basic,5,1018179,Sedan,1,0,No,15729,0,Office Worker,0,44.67,44.67,MEDIUM
101648,42,Female,138582638,Premium,7,4434091,Pickup,2,0,Yes,32466,1,Teacher,0,4.67,4.67,LOW
101649,29,Male,167506243,Basic,3,11588913,Motorcycle,15,2,No,29407,2,Engineer,0,84.33,84.33,HIGH
101650,32,Male,247908836,Basic,1,2523155,Pickup,10,1,Yes,32562,5,Engineer,1,88.0,88.0,HIGH
101651,43,Female,102805072,Premium,9,7021143,Motorcycle,11,2,No,25558,1,Engineer,1,89.67,89.67,HIGH
101652,58,Male,126633574,Standard,2,5793559,SUV,8,1,No,28730,0,Business Owner,1,80.67,80.67,HIGH
101653,62,Male,33884527,Basic,10,14471798,Hatchback,0,3,No,45711,1,Driver,1,74.0,74.0,HIGH
101654,43,Female,53447661,Standard,3,4124249,Hatchback,1,3,Yes,30061,1,Teacher,1,88.67,88.67,HIGH
